station,QICode,alpha,beta,CC,usgsdarea,model_basin_area,clay_pct,sand_pct,silt_pct,bedrock,density,frags,imperv,population,precip,rr,relief,temp
1400300,0,2.03801,0.634252,0.878783,10.8521,11.1361,15.2291,39.125,45.7501,941.352,1279.44,7.27068,15.5042,326.183,100.961,0.01034,54.146,10.3827
1400350,5,1.30943,0.608311,0.923462,1.9943,2.78458,15.3333,38.6667,46,960.078,1270.25,7.41654,18.9558,393.027,100.548,0.0146032,44.4015,10.4584
1400500,0,6.5095,0.510424,0.848992,1269.09,1221.85,15.1547,37.5995,47.3076,1037.06,1267.2,7.62684,7.7112,130.896,101.7,0.0052056,51.6845,10.0362
1400730,0,1.73279,0.747101,0.919456,170.421,151.878,13.5917,40.6328,45.843,909.89,1287.58,5.94738,14.0047,187.154,97.5641,0.00217581,21.6425,11.0496
1401000,0,3.69935,0.589151,0.953589,115.254,119.066,16.3654,32.7653,50.9534,835.414,1301.16,6.94903,6.0819,55.9805,98.7828,0.00482844,35.3208,10.7312
1401301,0,4.24082,0.711375,0.918792,411.808,417.62,12.6632,44.5994,42.7921,1160.8,1316.6,4.39291,13.7279,269.426,97.0345,0.00155671,16.6275,11.2102
1401650,0,2.02001,0.565349,0.856975,13.8823,14.8831,13.5625,41.1252,45.2811,920.535,1358.67,5.40625,23.4284,455.025,98.1771,0.00105859,4.70128,11.1092
1402000,0,7.12757,0.534684,0.929694,668.217,668.849,13.2592,42.4741,44.3172,1066.23,1312.07,5.15734,12.64,233.112,97.4095,0.00246562,22.7184,11.1228
1402600,0,2.1233,0.607993,0.829164,3.108,3.72095,14.5625,39.625,45.8125,1081.88,1229.63,9.31247,4.09564,7.49916,101.062,0.0135369,47.9613,10.3823
1403060,0,9.57993,0.502477,0.987914,2033.14,1958.52,14.5187,39.2848,46.2503,1045.46,1284.64,6.71433,9.72542,175.099,100.14,0.00416947,41.1993,10.4331
1403150,0,1.89288,0.497309,0.816341,5.1541,6.49596,15.1429,39.9286,44.8214,937.248,1263.43,7.3928,14.5646,112.008,102.801,0.00407008,23.8895,10.1682
1403160,0,2.53048,0.610837,0.951368,9.9197,11.1286,15.2292,37.4167,47.5833,891.548,1272.15,6.97927,12.7596,119.93,103.068,0.00632888,30.0379,10.1344
1403400,0,2.56466,0.55469,0.844696,16.1356,17.6225,14.6184,42.737,42.6709,1062.64,1274.49,7.26293,30.3986,770.672,103.805,0.00515765,30.7935,10.594
1403500,0,2.73946,0.546174,0.823146,25.2524,25.0581,12.8611,47.6574,39.2593,1063.17,1291.24,4.99066,33.4391,740.202,101.383,0.00149357,8.79236,11.1316
1403535,0,1.99062,0.573461,0.934077,4.0663,4.64596,14.8499,40.5501,44.3,869.951,1358.5,5.49999,49.9672,524.412,99.1292,0.000433374,2.64945,11.1488
1403540,0,2.52066,0.528764,0.833374,14.2708,14.8522,13.8907,45.0152,41.0785,1101.78,1303.63,5.3906,36.4478,1079.24,100.956,0.00260288,9.51249,11.0979
1403900,0,4.28548,0.536114,0.90969,125.355,138.32,14.6828,43.242,42.0298,1057.99,1317.44,5.68722,35.9842,911.037,101.289,0.00376616,24.4888,10.8977
1405000,5,2.77538,0.46848,0.789046,89.0956,89.3768,12.3672,46.5046,41.1517,1196.54,1332.94,4.11173,23.9319,392.587,97.8534,0.00146517,12.9682,11.1764
1405030,5,3.88557,0.592938,0.787635,116.29,110.777,12.3991,46.7831,40.8451,1198.13,1336.3,4.22031,25.2735,442.664,97.9281,0.00145708,13.3346,11.1925
1405400,5,8.20697,0.368073,0.685979,105.412,107.206,11.6677,49.9403,38.4267,1261.55,1316.27,4.76318,16.4934,263.642,97.4043,0.00128433,9.3631,11.3243
1405500,5,6.69197,0.847547,0.75252,245.013,243.295,11.3269,51.1702,37.4904,1241.51,1325.39,4.52303,20.6145,342.208,97.5912,0.00145217,10.853,11.3498
1406050,0,2.71298,0.74184,0.863337,41.4398,43.7804,10.4309,53.8296,35.814,1234.47,1321.51,5.40426,19.3162,363.368,98.1986,0.00139948,11.5177,11.4131
1407290,0,2.09419,0.739782,0.946379,16.6277,16.7788,11.4583,51.2085,37.2637,1209.93,1346.21,4.22216,18.6817,315.113,98.5139,0.000734366,5.36751,11.3451
1407500,5,6.27439,0.530011,0.924321,127.427,146.368,11.0316,53.0301,35.9336,1272.43,1322.83,4.73361,15.8914,169.754,98.4725,0.00211316,14.5938,11.3764
1407705,0,3.99089,0.611107,0.746319,25.7963,27.982,9.42488,58.817,31.6248,1299.86,1334.34,4.93338,29.828,173.649,98.1945,0.00212191,13.3713,11.4241
1407760,0,2.01004,0.550067,0.725069,16.7313,14.9675,8.87497,64.8438,26.3281,1477.07,1361.22,3.42188,26.7604,1599.64,97.1419,0.0010547,8.21411,11.4628
1408000,0,3.23912,0.684735,0.870493,113.96,107.48,8.04565,63.3027,28.6734,1380.01,1308.06,3.44339,13.042,382.804,97.0556,0.000938056,8.17129,11.383
1408029,0,4.31172,0.761135,0.930919,163.946,171.801,9.67227,58.1221,32.2382,1341.33,1320.89,3.79076,11.33,205.062,97.7814,0.00131125,14.2091,11.3458
1408120,0,3.7051,0.787067,0.867337,90.3906,61.6255,10.1512,55.1485,34.7458,1308.98,1317.15,4.1629,10.3565,208.454,97.3431,0.00144057,14.9288,11.3213
1408150,5,2.45684,0.910063,0.91841,71.2247,50.4954,7.78236,63.0185,29.2732,1405.85,1280.43,3.21303,6.27779,138.005,96.0201,0.00116863,8.83679,11.4236
1408500,0,3.00267,0.805254,0.873714,318.568,314.496,7.99614,64.7124,27.3688,1489.84,1333.58,3.44778,8.20778,160.708,95.8154,0.000867335,8.87233,11.4753
1409095,0,2.69471,0.471371,0.479013,19.2436,18.7814,7.61254,64.8998,27.5876,1511.98,1330.57,5.42496,1.0618,0.550164,95.4864,0.000977631,6.30222,11.5042
1409280,0,2.46204,0.620292,0.576865,40.9218,40.4506,8.37194,66.1982,25.488,1586.43,1356.14,3.95927,2.2715,0.48838,94.5552,0.00113641,7.80184,11.7015
1409400,0,3.24594,0.66591,0.968755,120.952,127.756,6.65981,68.6719,24.7969,1576.94,1311.77,3.69702,2.02527,24.029,94.1155,0.000985809,7.54673,11.7287
140940810,0,3.01878,0.141106,0.113503,27.9719,29.157,9.04823,60.7904,30.25,1568,1388.15,2.08859,8.02328,118.909,94.2614,0.000690493,6.79244,11.9227
1409410,0,5.67173,0.510688,0.823607,83.6566,88.4262,8.3352,62.7096,29.0961,1617.07,1364.66,2.59039,5.12163,52.3706,93.8545,0.000733603,10.0879,11.9217
1409500,0,3.31093,0.866775,0.794318,175.601,108.076,6.88704,68.267,25.0307,1490.05,1338.17,2.89789,4.86749,76.4187,94.5505,0.000732077,7.04543,11.8201
1409810,0,2.99248,0.808149,0.903974,217.818,218.905,7.1929,71.1304,21.8602,1553.79,1284.7,4.98585,1.0749,2.4924,93.9375,0.000860152,7.86729,11.6873
1410000,0,2.82324,0.617377,0.797706,187.774,189.876,8.00719,68.014,24.1099,1529.02,1300.45,5.11986,1.14748,1.39087,94.4002,0.00108293,9.71626,11.66
1410150,0,5.19999,0.39152,0.807214,21.0048,22.5856,8.99987,66.1672,24.7913,1620.45,1356.93,4.47925,0.846562,0.0833022,93.8098,0.00212198,11.1964,11.7418
1410225,0,1.92031,0.475557,0.696365,21.3674,22.6454,5.07292,74.6979,20.25,1640.21,1392.87,2.21871,12.7929,314.915,90.2465,0.000558477,3.69313,12.059
1410784,0,4.44695,0.3413,0.853305,39.1088,40.42,7.76739,65.9884,26.3896,1469.19,1376.88,2.34306,7.43683,161.773,94.576,0.000787094,6.42836,11.861
1411000,0,2.55338,0.797455,0.887514,147.888,133.447,6.88742,67.7779,25.5125,1496.53,1336.49,2.81171,4.54895,68.3724,94.5191,0.000686623,7.73645,11.806
1411300,0,3.05688,0.623095,0.763166,79.7716,79.3849,6.68889,69.6005,23.7503,1600.57,1391.23,2.139,18.8428,336.596,89.4942,0.000652864,5.40095,12.22
1411456,0,3.08541,0.607125,0.926156,25.3042,23.5199,9.36969,59.4307,31.3796,1518.07,1378.54,1.66002,18.9782,218.001,93.6799,0.000516548,4.18458,12.1091
1411485,0,3.45611,1.0228,0.894737,228.178,229.792,8.719,58.9787,32.3464,1584.35,1361.8,1.94369,8.12932,102.846,92.762,0.000456929,4.40678,12.2016
1411495,0,3.44911,0.340674,0.446155,32.3749,31.1237,9.14397,56.5076,34.2803,1638.89,1390.28,1.63634,16.7763,216.086,92.1812,0.000431325,3.91264,12.2209
1411500,0,5.3249,0.582309,0.735856,290.079,283.56,8.86129,58.4488,32.7264,1589.27,1366.52,1.88201,10.3587,142.033,92.6051,0.000474981,4.87762,12.2121
1411800,0,9.70064,0.278994,0.551383,494.688,489.131,9.4624,54.8924,35.6833,1625.59,1371.31,1.9547,7.9328,100.748,92.2092,0.000490119,4.77551,12.2533
1411878,0,8.0569,0.435603,0.463336,559.437,559.017,9.41635,55.1787,35.4404,1629.43,1370.07,2.00247,9.01664,120.037,92.0638,0.00050936,4.98028,12.2628
1412000,5,3.09985,0.468546,0.811547,60.0877,59.4988,6.63064,63.1837,30.2809,1690.68,1353.2,4.15525,2.00811,16.8348,91.9873,0.000572547,3.70781,12.2193
1412800,3,6.03697,0.386809,0.602963,72.5197,71.6841,11.4078,41.7271,46.7959,1783.98,1393.35,2.07892,3.88873,21.6054,91.1665,0.000837142,5.44691,12.3715
1413088,0,2.46047,0.445537,0.923458,34.9648,36.1525,15.925,38.6124,45.4438,1507.62,1077.56,17.0685,1.22716,1.40013,93.8025,0.0253713,128.4,5.48528
1413398,0,3.41716,0.52349,0.885269,120.952,110.51,15.5062,39.2149,45.1722,1486.38,1096.95,15.5096,1.10403,3.97617,99.1099,0.0200573,148.81,5.5339
1413408,0,3.84018,0.530534,0.895634,212.897,206.676,15.0643,40.3727,44.461,1505.14,1074.31,15.9432,0.863035,4.53872,101.419,0.0210649,155.332,5.46758
1413500,0,4.27585,0.552496,0.92952,422.168,420.223,15.4924,39.1814,45.2431,1475.35,1091.56,15.9324,1.0818,6.98743,97.5413,0.0189072,148.944,5.59365
1414000,0,2.51681,0.559077,0.935111,90.3906,91.4657,15.2772,38.7005,45.9975,1421.99,1081.51,17.2298,1.01052,2.35683,94.4655,0.015594,118.714,5.63516
1414500,0,2.20563,0.638354,0.90619,65.2677,67.9065,15.4435,38.1864,46.3001,1404.85,1079.66,17.1028,0.989471,2.37375,94.397,0.0156447,117.095,5.59979
1415000,0,3.05391,0.594324,0.910542,85.9876,91.3755,15.7722,36.4828,47.7327,1410.57,1112.19,15.7475,1.011,4.09927,91.7534,0.0111843,78.2308,5.68335
1417000,6,5.22976,0.728085,0.922821,963.476,956.097,15.0142,39.995,44.9113,1428.92,1096.73,15.9619,0.903153,4.58034,95.8445,0.0162725,142.872,5.84387
1417500,6,3.0477,0.826432,0.915797,1186.21,1175.73,14.9854,40.1976,44.7237,1423.35,1109.96,16.1854,0.892674,4.55755,95.6778,0.0155605,139.962,5.92217
1420500,0,6.02574,0.547282,0.930032,624.187,599.143,13.8682,42.7661,43.1131,1510.84,1074.42,15.3315,0.823449,5.23727,101.589,0.0102014,95.5053,5.90514
1420980,6,6.73661,0.531218,0.940887,1983.93,1984.83,14.5408,41.2576,44.0481,1459.03,1106.13,16.0038,0.861192,4.69002,97.4083,0.0131638,124.808,5.9834
1421000,6,3.9273,0.690322,0.9179,2030.55,1984.83,14.5408,41.2576,44.0481,1459.03,1106.13,16.0038,0.861192,4.69002,97.4083,0.0131638,124.808,5.9834
1421610,0,1.61612,0.632732,0.884658,40.1448,40.5156,14.9614,37.605,47.7002,1457.9,1070.76,14.1777,1.17856,5.08957,91.0676,0.00457429,40.2643,5.6415
1421618,0,2.39934,0.553822,0.937073,37.0368,37.9218,17.0002,35.4819,47.5179,1499.93,1107.78,13.595,1.37936,6.95266,90.246,0.0173367,99.5841,5.76565
1421900,0,3.19835,0.609837,0.988382,347.058,349.667,16.6413,35.406,48.1091,1425.74,1135.09,15.3232,1.66779,13.7699,89.4526,0.00974565,86.1175,5.8763
1422389,0,1.09839,0.508268,0.756795,1.9684,2.71525,16.0001,36.8332,47.2501,1344.51,1060.92,16.5833,0.909765,5.33326,94.1873,0.00969774,34.7984,5.47849
1422500,0,2.71208,0.520882,0.930295,128.981,132.11,15.546,36.8717,47.5651,1371.9,1112.66,16.1662,1.03624,3.47928,91.7039,0.0103804,78.6111,5.7386
1422738,0,0.668739,0.376553,0.806672,1.5799,2.71324,15,38.0833,47.5,1343.67,1099.83,17.1667,1.07347,1.3334,92.8125,0.00283502,8.53999,5.82916
1422747,0,2.19433,0.514996,0.945,63.9727,64.2735,16.5563,35.1939,48.2569,1372.32,1126.9,16.0003,1.30918,8.34285,91.9308,0.00680356,56.2508,6.22565
1423000,0,5.8627,0.48785,0.939671,859.876,857.517,16.3411,35.8889,47.8295,1374.26,1133.18,15.6689,1.54213,15.6282,90.8159,0.00933171,86.1941,6.00816
142400103,0,2.62334,0.589207,0.901944,52.3178,56.0814,16.2742,34.1088,49.5888,1399.32,1163.22,12.8752,1.16438,5.01612,90.3786,0.00709505,56.7227,6.42353
1424108,0,1.00622,0.466468,0.862785,3.2634,4.53321,14.1,42.5,43.5,1420.51,1188.2,18.2,0.000031494,0.399924,93.1292,0.0068531,25.291,6.39084
1425000,6,3.69456,0.81042,0.950139,1181.03,1200.16,15.9044,37.0714,47.0617,1377.69,1139.93,15.7084,1.31745,11.9032,91.2827,0.00980931,88.2196,6.15793
1426500,6,5.61575,0.656094,0.923531,1541.04,1529.6,15.6131,37.6443,46.744,1374.29,1151,15.4204,1.27139,11.4373,91.2723,0.00917224,84.3906,6.30109
1427207,6,14.1294,0.523055,0.903889,4118.08,4020.37,14.8384,39.9519,45.1157,1422.95,1135.96,15.5071,1.04129,7.11425,94.5547,0.0109465,105.289,6.22272
1427510,6,15.5136,0.462439,0.708493,4713.78,4645.58,14.681,40.2189,45.0106,1429.93,1145.78,15.0149,1.08674,7.51288,94.4966,0.0103876,102.718,6.34673
1428500,5,9.88232,0.598597,0.967045,5231.78,5127.22,14.4931,40.6038,44.8137,1430.3,1156.02,14.5581,1.12213,7.63336,94.1601,0.00983617,99.4881,6.46384
1428750,0,3.92417,0.501011,0.877794,105.153,105.846,15.1877,37.5386,47.4461,1493.53,1190.66,10.9697,1.29832,5.44887,95.0904,0.00908115,73.2177,6.55279
1429000,6,4.47529,0.482933,0.877197,154.622,167.022,15.0656,38.3591,46.511,1468.41,1195.01,13.4189,2.81409,23.6488,95.2289,0.00863712,52.4877,6.4467
1429500,6,3.04301,0.620065,0.929591,167.313,156.094,15.1507,38.2579,46.6952,1476.36,1205.74,10.9679,1.39204,5.81944,94.0329,0.00881513,75.8092,6.73851
1431500,5,6.59889,0.56386,0.873962,751.097,555.171,13.942,41.7036,44.2644,1323.39,1216.64,11.7521,2.49371,23.7276,93.3571,0.00551798,51.4548,7.18584
1431620,0,0.986536,0.517696,0.941697,1.7612,2.75576,13.8333,42.0833,43.75,1451.83,1167.92,12,1.61862,0,98.2709,0.00919351,21.0118,6.61041
1431685,0,2.39059,0.683739,0.967758,21.1861,22.8617,14.35,41.7901,43.9799,1421.54,1293.92,8.22007,1.49932,10.9185,90.3291,0.00287417,20.3606,7.44742
1432110,6,5.31913,0.614928,0.9766,1525.5,1514.62,14.0166,41.5032,44.4498,1406.07,1233.32,11.4269,2.3379,21.6514,92.2497,0.00610559,62.7719,7.19931
1432900,0,4.18486,0.519149,0.903291,198.393,200.638,12.5087,44.8144,42.4235,1324.26,1196.61,10.4843,3.60484,32.0238,98.5135,0.00596793,64.6439,7.1997
1433500,6,5.00154,0.619702,0.904744,517.998,509.647,11.5272,46.9653,41.2719,1348.21,1199.27,10.3773,2.8134,22.0927,96.6787,0.00472889,53.3376,7.51039
1434000,5,18.7178,0.502516,0.969647,7951.26,7766.49,13.9444,41.752,44.2054,1416.89,1179.4,13.434,1.51742,11.8235,93.8489,0.00833543,87.384,6.78289
143400680,0,3.05203,0.471716,0.851932,23.1286,24.5392,11.9075,45.324,42.3056,1477.65,926.743,15.0371,0.0090348,0,118.217,0.0223449,131.509,4.54211
1434013,0,3.93482,0.416438,0.965321,48.1738,49.9985,12.4956,44.8727,42.2181,1457.72,971.904,15.3636,0.182855,0.618407,114.895,0.017358,154.138,4.98112
1434017,0,3.76905,0.512423,0.87151,59.3107,59.973,13.5949,43.3748,42.7576,1529.25,1004.37,17.3181,0.333941,0.393967,112.891,0.0148332,119.321,4.98482
1434021,0,1.55946,0.585348,0.868218,1.9943,2.72656,12.25,45.3333,42.3334,1342.51,868.584,13.0833,0,0,119.229,0.0081129,24.5236,4.46043
143402265,0,2.57648,0.822988,0.787829,20.435,22.7138,13.3601,43.4799,42.89,1529.57,995.965,17.1598,0.107259,0.480046,114.569,0.0162932,111.541,4.82053
1434025,0,2.25509,0.672507,0.833364,9.6348,10.9025,13.1667,43.5833,42.875,1525.54,989.543,16.6456,0.0204205,0.833399,115.526,0.0104126,77.1633,4.72663
1434076,0,1.08238,0.574634,0.884158,1.036,1.81823,13.75,43.25,42.75,1618.87,1002,17.7501,0.000236269,0,115.229,0.0346139,76.586,4.85939
1434092,0,1.32633,0.642392,0.899625,1.6058,2.7257,12.8333,44.0833,42.6667,1559.33,987.499,17.5,0.0801634,0,114.625,0.0154788,51.1761,4.61528
1434105,0,1.82418,0.457165,0.827853,7.0966,8.17567,12.6945,44.4445,42.5555,1503.37,975.056,17.5278,0.260388,0,117.567,0.0227504,109.111,4.18153
1434176,0,3.56212,0.708249,0.890379,65.5267,61.7912,13.5847,43.3932,42.739,1527.92,1005.28,17.2756,0.324117,0.382375,112.695,0.0144971,123.358,5.00936
1434498,0,3.09366,0.539603,0.883903,87.5416,95.4322,13.2762,44.2217,42.2116,1484.11,1013.66,16.416,0.297707,0.304748,111.111,0.0133368,113.597,5.18913
1435000,0,6.01497,0.571686,0.901012,172.493,175.452,12.9793,44.6506,42.0347,1446.29,1007.1,15.7934,0.39404,0.736061,111.325,0.0141782,138.213,5.28675
1436000,6,3.22105,0.671744,0.953249,239.833,241.908,12.8909,44.8341,41.948,1397.39,1023.77,14.7607,0.612441,1.73835,109.131,0.0124008,132.036,5.59897
1436500,0,4.8976,0.499787,0.520302,292.669,309.345,12.7286,44.963,41.994,1370.02,1054.87,13.9735,1.07996,4.98888,107.314,0.0115057,128.75,5.95376
1436690,6,5.56866,0.571456,0.761251,442.888,447.174,12.4361,45.4711,41.7733,1340.85,1108,12.6681,2.38745,21.4501,104.856,0.00949675,116.031,6.46836
1437500,5,9.66434,0.499612,0.869907,795.126,825.918,11.844,46.3943,41.4785,1346.42,1141.57,11.8626,2.3767,22.2398,101.464,0.00930651,108.414,7.22656
1438500,5,56.0525,0.362174,0.926583,9013.16,8946.69,13.6773,42.3358,43.8713,1409.94,1178.94,13.1861,1.66225,14.5335,94.5265,0.00847869,90.6677,6.88834
1439500,0,5.11131,0.489221,0.961005,303.029,271.416,12.3945,45.6642,41.6787,1241.98,1247.92,14.1496,2.06386,20.9663,95.0002,0.00435659,52.5006,7.88593
1439590,0,2.12092,0.32053,0.822822,18.8292,18.3767,10.35,47.7625,41.7751,1299.11,1240.15,13.5499,2.20121,9.39707,94.5386,0.00241486,15.6835,7.57804
1440000,0,4.20343,0.500072,0.927676,165.759,180.26,12.2984,46.0507,41.3548,1263.97,1241.08,14.7865,1.24827,10.8728,94.9687,0.00490604,49.8204,7.67797
1440200,5,12.4295,0.614564,0.923495,9971.45,9770.15,13.5606,42.5686,43.7481,1400.22,1184.68,13.1562,1.70021,14.9206,94.5364,0.00830177,90.3789,7.00002
1440400,0,5.67214,0.492357,0.939638,170.68,195.82,15.3011,39.5797,44.9955,1355.86,1255.87,9.95204,4.46798,54.6734,98.146,0.0117703,88.8672,9.07661
1440485,0,1.97566,0.37341,0.697852,17.068,17.4579,12.8815,45.5001,41.5921,1309.11,1179.26,15.4474,0.856465,0,96.5042,0.00813296,49.465,7.02854
1441495,0,5.55428,0.346238,0.952395,100.751,109.595,13.1324,43.8317,42.9707,1307.57,1233.49,11.5017,5.46669,91.9655,98.813,0.00817459,68.4724,7.51879
1442500,0,5.2875,0.605245,0.85293,670.807,696.103,13.9372,42.0304,43.9057,1253.2,1246.1,11.1915,5.30802,91.4408,97.6448,0.00866235,80.063,8.36491
1443280,0,3.331,0.536245,0.706014,33.6698,35.0359,15.9468,39.8496,44.3154,1518.68,1245.06,8.11211,7.26057,71.5543,98.9782,0.00489152,23.8567,9.00196
1443500,0,4.66617,0.603051,0.964922,326.339,337.303,14.6812,40.7028,44.6622,1436.73,1237.15,9.59582,4.2358,50.6188,96.887,0.0059245,51.5667,8.81798
1443900,0,2.03178,0.553674,0.73642,13.8305,18.4468,13.8007,41.6117,44.2127,1408.7,1232.76,11.3365,2.15517,22.0074,97.5175,0.0118545,93.6269,8.73294
1445000,0,2.99998,0.518251,0.979135,80.2896,66.4365,14.5728,40.7227,44.7289,1452.86,1228.79,8.91678,4.44,42.5676,99.2523,0.00400931,29.6704,8.94337
1445500,0,3.57884,0.501601,0.914953,274.539,282.652,15.1501,40.5961,44.3256,1506.6,1235.91,9.27929,3.6065,36.2313,99.8061,0.00574713,42.1703,9.0793
1446000,0,4.01946,0.494859,0.901529,95.0526,59.2645,15.641,39.8115,44.5905,1504.1,1255.25,10.2418,4.94286,122.87,101.113,0.0112384,66.5572,9.43022
1446500,5,182.668,0.169997,0.875832,11745.6,11608.9,13.7445,42.2815,43.8654,1400.96,1193.99,12.7313,2.12778,22.3511,95.0749,0.00817938,87.9686,7.28385
1446775,6,2.08367,0.63658,0.897031,80.445,74.1416,20.5441,28.6313,50.9059,1549.78,1348.19,7.05917,17.871,266.278,96.0932,0.00262901,30.7291,10.144
1446776,6,2.61778,0.634311,0.976409,80.5486,74.1416,20.5441,28.6313,50.9059,1549.78,1348.19,7.05917,17.871,266.278,96.0932,0.00262901,30.7291,10.144
1447500,0,4.5535,0.523136,0.918394,237.502,236.373,13.5446,43.3883,42.9901,1305.35,1192.33,13.0391,2.29896,16.6477,97.8104,0.00391638,35.1222,6.91406
1447680,0,2.92167,0.492369,0.734799,51.7998,54.3414,12.7287,45.9368,41.0337,1411,1187.56,10.9153,6.733,76.8602,101.401,0.00339869,23.9183,6.98352
1447720,5,3.42932,0.68146,0.910663,305.619,259.724,12.9067,45.6505,41.1972,1438.67,1183.34,11.7383,4.27442,54.2189,100.569,0.00305959,28.4425,7.03864
1447800,6,7.42807,0.471751,0.982492,751.097,741.865,13.1332,44.6877,42.0105,1383.16,1200.05,12.7712,2.86909,26.5684,97.9489,0.00377837,36.2863,7.06472
1448500,0,1.78719,0.629252,0.788111,6.1901,7.37643,13.4687,45.6251,40.75,1347.91,1191.56,13.2499,2.64062,0,100.216,0.00357632,21.4009,7.15939
1449000,6,7.87033,0.487361,0.972238,1530.68,1492.77,13.8792,43.459,42.4869,1321.62,1220.97,12.8618,2.92212,35.0043,98.4794,0.00557459,52.4503,7.60743
1449360,0,4.59443,0.506484,0.96248,129.24,132.26,16.8951,37.9547,45.2708,1425.86,1269.22,10.1663,6.50887,26.306,97.9495,0.00917324,78.9162,9.36028
1449800,6,6.61508,0.377243,0.914226,249.675,366.63,14.2417,42.2729,43.3597,1357.23,1220.62,11.2523,3.61034,53.5198,99.7936,0.00847211,89.4647,8.37463
1450500,5,4.57733,0.461995,0.761668,198.652,220.633,14.5043,42.1283,43.1875,1359.44,1230.18,10.474,4.262,75.9443,100.113,0.00882232,90.8963,8.24743
1451000,6,6.72716,0.635716,0.946945,2302.5,2249.1,14.5616,42.093,43.2159,1344.53,1230.7,12.1212,3.35488,39.0076,98.612,0.00674323,64.6812,8.05424
1451420,0,2.98746,0.784918,0.935366,132.607,145.88,20.0088,29.8042,50.2522,1621.33,1337.16,7.63427,19.6921,144.514,96.3856,0.00575291,42.5905,10.1596
1451500,0,5.66391,0.366316,0.733168,209.271,197.558,20.1257,29.9702,49.9733,1440.3,1345.48,7.77789,11.9935,103.513,96.7928,0.00404961,42.7875,9.95935
1451800,0,4.61517,0.436655,0.812569,137.269,141.905,19.9806,30.7446,49.3303,1340.2,1340.58,8.12055,8.01407,61.3793,97.3235,0.00452126,37.7107,9.85865
1452000,0,4.6433,0.587583,0.903591,196.321,197.558,20.1257,29.9702,49.9733,1440.3,1345.48,7.77789,11.9935,103.513,96.7928,0.00404961,42.7875,9.95935
1452500,0,3.14074,0.486422,0.798195,115.254,112.832,16.754,38.3159,45.0674,1440.17,1268.07,10.2133,6.67288,24.6126,97.9297,0.00904603,77.8954,9.36852
1453000,6,9.73231,0.504011,0.743415,3312.59,3162.86,16.1285,38.7604,45.0357,1396.29,1259.48,10.8704,7.66753,115.032,97.8997,0.00616196,62.257,8.64543
1454700,6,7.63312,0.567967,0.898436,3519.79,3382.92,16.3065,38.4238,45.2002,1413.27,1260.92,10.6885,8.01983,128.305,97.7893,0.00626664,63.2133,8.75163
1455160,0,2.94884,0.746631,0.836475,6.0606,7.42193,16.4689,36.0934,47.8128,1201.32,1308.6,6.78121,7.45473,180.491,101.221,0.00278559,13.7057,10.0818
1455500,5,2.19268,0.558468,0.856581,65.5267,61.9047,13.3545,44.2646,42.4519,1411.17,1213.43,10.7583,12.4882,314.8,104.593,0.00362682,27.046,8.68608
1457000,5,5.16057,0.438723,0.881611,365.188,358.468,15.3989,40.2231,44.4295,1528.42,1238.88,9.52647,3.47495,35.6189,99.5878,0.0055021,44.9432,9.16582
1457790,0,2.48563,0.414404,0.602442,76.1457,78.977,17.209,34.4611,48.4711,1195.02,1268.48,8.59376,3.16697,31.7793,97.3144,0.00694882,48.7347,10.2157
1458900,0,2.72447,0.612936,0.909724,38.0728,39.9782,15.9825,33.6279,50.3779,648.712,1273.79,7.22633,2.59264,28.0944,98.0055,0.00354423,28.6645,10.4129
1459500,6,4.13363,0.658531,0.91523,252.265,249.341,16.5701,31.9716,51.444,727.12,1293.29,7.17863,4.40265,82.2624,96.9574,0.00262225,26.8186,10.4602
1460800,0,2.15071,0.399037,0.892857,16.809,19.5591,15.75,31.2141,52.9764,647.455,1299.18,7.88095,6.59882,49.7162,97.5267,0.0030198,18.1918,10.7912
1460880,0,3.32113,0.493643,0.913924,59.3107,56.7285,16.0245,33.6351,50.3486,816.064,1275.59,7.6228,3.03553,22.1813,100.059,0.0028624,26.7626,10.3852
1461300,0,4.119,0.608973,0.902452,68.8937,56.7285,16.0245,33.6351,50.3486,816.064,1275.59,7.6228,3.03553,22.1813,100.059,0.0028624,26.7626,10.3852
1463500,5,42.688,0.432287,0.984518,17560.1,17305.3,14.5234,40.8156,44.5828,1374.12,1219.26,11.7086,4.08673,60.2062,96.0482,0.0073963,81.6642,7.96625
1463620,5,4.08643,0.643308,0.869067,88.8366,91.4787,12.143,49.3034,38.6557,1416.82,1325.56,3.28865,8.53931,152.28,95.6537,0.00116219,14.3659,11.4008
1464000,0,3.59771,0.521823,0.852049,234.653,242.456,12.0876,46.9611,40.9946,1334.53,1337.19,3.24755,12.9485,315.887,96.6373,0.00101371,12.6405,11.3211
1464500,0,5.5831,0.693583,0.840601,211.084,230.061,11.1794,53.7117,35.1668,1365.82,1316.96,4.16719,4.70048,71.3861,94.6696,0.00126763,9.25107,11.4761
1464645,6,3.69886,0.491196,0.94835,41.9578,44.7209,16.6353,28.5469,54.7762,606.777,1322.6,6.92172,10.9606,304.02,96.9489,0.00289403,20.2136,10.8153
1464710,0,2.82709,0.317552,0.798246,30.0439,38.3201,15.305,37.6102,47.1397,896.451,1330.59,5.69521,39.148,857.42,95.7744,0.00183009,18.8353,11.5503
